"REF_DATE","GEO","DGUID","National Occupational Classification","Job vacancy characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-07","Manitoba","2016A000246","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105135698","8.1.7.2","21.7","B","","","1"
"2023-01","Manitoba","2016A000246","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105135707","8.1.10.2","3.4","B","","","1"
"2023-04","Manitoba","2016A000246","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105135707","8.1.10.2","3.1","D","","","1"
"2023-07","Manitoba","2016A000246","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105135707","8.1.10.2","3.8","C","","","1"
"2023-01","Manitoba","2016A000246","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105135713","8.1.12.2","10.0","B","","","1"
"2023-04","Manitoba","2016A000246","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105135713","8.1.12.2","7.9","C","","","1"
"2023-07","Manitoba","2016A000246","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105135713","8.1.12.2","8.1","C","","","1"
"2023-01","Manitoba","2016A000246","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105135716","8.1.13.2","2.0","D","","","1"
"2023-04","Manitoba","2016A000246","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105135716","8.1.13.2","2.0","C","","","1"
"2023-07","Manitoba","2016A000246","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105135716","8.1.13.2","1.5","C","","","1"
"2023-01","Saskatchewan","2016A000247","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105227036","9.1.5.2","36.2","A","","","1"
"2023-04","Saskatchewan","2016A000247","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105227036","9.1.5.2","38.4","A","","","1"
"2023-07","Saskatchewan","2016A000247","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105227036","9.1.5.2","40.1","A","","","1"
"2023-01","Saskatchewan","2016A000247","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105227039","9.1.6.2","30.0","B","","","1"
"2023-04","Saskatchewan","2016A000247","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105227039","9.1.6.2","25.1","A","","","1"
"2023-07","Saskatchewan","2016A000247","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105227039","9.1.6.2","27.1","B","","","1"
"2023-01","Saskatchewan","2016A000247","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105227042","9.1.7.2","20.2","B","","","1"
"2023-04","Saskatchewan","2016A000247","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105227042","9.1.7.2","22.8","B","","","1"
"2023-07","Saskatchewan","2016A000247","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105227042","9.1.7.2","20.9","B","","","1"
"2023-01","Saskatchewan","2016A000247","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105227051","9.1.10.2","2.8","B","","","1"
"2023-04","Saskatchewan","2016A000247","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105227051","9.1.10.2","4.0","C","","","1"
"2023-07","Saskatchewan","2016A000247","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105227051","9.1.10.2","2.7","D","","","1"
"2023-01","Saskatchewan","2016A000247","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105227057","9.1.12.2","8.2","C","","","1"
"2023-04","Saskatchewan","2016A000247","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105227057","9.1.12.2","7.6","B","","","1"
"2023-07","Saskatchewan","2016A000247","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105227057","9.1.12.2","7.7","C","","","1"
"2023-01","Saskatchewan","2016A000247","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105227060","9.1.13.2","2.7","D","","","1"
"2023-04","Saskatchewan","2016A000247","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105227060","9.1.13.2","2.2","C","","","1"
"2023-07","Saskatchewan","2016A000247","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105227060","9.1.13.2","1.4","D","","","1"
"2023-01","Alberta","2016A000248","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105318380","10.1.5.2","35.7","A","","","1"
"2023-04","Alberta","2016A000248","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105318380","10.1.5.2","39.6","A","","","1"
"2023-07","Alberta","2016A000248","Total, all occupations","No minimum level of education required","Proportion of job vacancies","Percentage","242","units","0","v105318380","10.1.5.2","39.6","A","","","1"
"2023-01","Alberta","2016A000248","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105318383","10.1.6.2","28.7","B","","","1"
"2023-04","Alberta","2016A000248","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105318383","10.1.6.2","28.2","A","","","1"
"2023-07","Alberta","2016A000248","Total, all occupations","High school diploma or equivalent","Proportion of job vacancies","Percentage","242","units","0","v105318383","10.1.6.2","28.2","A","","","1"
"2023-01","Alberta","2016A000248","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105318386","10.1.7.2","22.8","A","","","1"
"2023-04","Alberta","2016A000248","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105318386","10.1.7.2","20.9","A","","","1"
"2023-07","Alberta","2016A000248","Total, all occupations","Non-university certificate or diploma","Proportion of job vacancies","Percentage","242","units","0","v105318386","10.1.7.2","21.0","A","","","1"
"2023-01","Alberta","2016A000248","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105318395","10.1.10.2","3.5","C","","","1"
"2023-04","Alberta","2016A000248","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105318395","10.1.10.2","2.8","B","","","1"
"2023-07","Alberta","2016A000248","Total, all occupations","University certificate or diploma below bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105318395","10.1.10.2","2.6","B","","","1"
"2023-01","Alberta","2016A000248","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105318401","10.1.12.2","7.2","B","","","1"
"2023-04","Alberta","2016A000248","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105318401","10.1.12.2","7.0","B","","","1"
"2023-07","Alberta","2016A000248","Total, all occupations","Bachelor's degree","Proportion of job vacancies","Percentage","242","units","0","v105318401","10.1.12.2","6.9","B","","","1"
"2023-01","Alberta","2016A000248","Total, all occupations","University certificate, diploma or degree above the bachelor's level","Proportion of job vacancies","Percentage","242","units","0","v105318404","10.1.13.2","2.1","C","","","1"
